,Date,Open,High,Low,Close,Adj Close,Volume
107,17-11-2023,234.800003,241.699997,232.550003,238.850006,238.850006,439828.0
108,20-11-2023,240.0,245.399994,239.050003,241.350006,241.350006,446134.0
109,21-11-2023,241.649994,245.649994,239.350006,240.149994,240.149994,234344.0
110,22-11-2023,241.050003,245.5,234.199997,244.050003,244.050003,426636.0
111,23-11-2023,247.550003,249.899994,242.399994,244.199997,244.199997,340474.0
112,24-11-2023,245.050003,245.149994,239.0,240.199997,240.199997,166941.0
113,28-11-2023,240.449997,243.75,238.149994,242.0,242.0,259762.0
114,29-11-2023,242.5,246.0,240.5,244.149994,244.149994,340014.0
115,30-11-2023,245.0,245.5,237.399994,238.25,238.25,315124.0
116,01-12-2023,240.0,244.050003,234.949997,238.649994,238.649994,315436.0
117,04-12-2023,240.100006,244.5,238.699997,241.100006,241.100006,320699.0
118,05-12-2023,242.0,243.5,236.800003,238.800003,238.800003,208324.0
119,06-12-2023,237.0,240.649994,236.649994,237.449997,237.449997,176690.0
120,07-12-2023,237.449997,239.0,234.5,235.550003,235.550003,232521.0
121,08-12-2023,237.300003,238.449997,232.25,234.449997,234.449997,206201.0
122,11-12-2023,235.399994,239.699997,233.899994,238.899994,238.899994,213117.0
123,12-12-2023,243.050003,243.649994,236.5,237.300003,237.300003,470685.0
124,13-12-2023,238.149994,239.050003,235.100006,236.149994,236.149994,194579.0
125,14-12-2023,238.300003,241.25,236.050003,237.300003,237.300003,234300.0
126,15-12-2023,237.300003,240.100006,235.850006,236.5,236.5,329871.0
127,18-12-2023,237.25,244.0,236.600006,239.25,239.25,548797.0
128,19-12-2023,239.899994,248.550003,239.850006,246.949997,246.949997,922528.0
129,20-12-2023,263.299988,269.399994,243.0,248.300003,248.300003,4076956.0
130,21-12-2023,249.600006,270.0,245.75,266.049988,266.049988,1828454.0
131,22-12-2023,270.0,277.5,267.600006,270.450012,270.450012,1984541.0
132,26-12-2023,271.399994,305.899994,271.0,303.399994,303.399994,7244313.0
133,27-12-2023,309.399994,314.899994,298.0,300.399994,300.399994,3541157.0
134,28-12-2023,302.399994,307.799988,301.0,303.549988,303.549988,728584.0
135,29-12-2023,304.600006,307.200012,301.0,303.299988,303.299988,483412.0
136,01-01-2024,304.5,312.5,303.0,304.350006,304.350006,402989.0
137,02-01-2024,304.950012,308.950012,291.0,302.100006,302.100006,599796.0
138,03-01-2024,302.75,303.25,293.0,296.200012,296.200012,326689.0
139,04-01-2024,297.399994,304.950012,294.0,302.950012,302.950012,469495.0
140,05-01-2024,302.950012,308.799988,296.649994,298.100006,298.100006,659699.0
141,08-01-2024,299.5,305.450012,287.799988,302.5,302.5,1183707.0
142,09-01-2024,305.25,308.700012,300.899994,303.0,303.0,666035.0
143,10-01-2024,304.0,307.950012,300.450012,304.700012,304.700012,393878.0
144,11-01-2024,309.0,314.0,304.200012,308.75,308.75,981464.0
145,12-01-2024,311.0,311.149994,306.049988,307.950012,307.950012,410954.0
146,15-01-2024,309.899994,312.049988,305.0,307.0,307.0,474414.0
147,16-01-2024,308.149994,328.299988,305.899994,323.950012,323.950012,2975516.0
148,17-01-2024,322.950012,326.799988,314.5,318.299988,318.299988,1063114.0
149,18-01-2024,318.700012,323.200012,307.5,318.049988,318.049988,687787.0
150,19-01-2024,319.399994,325.5,319.100006,322.149994,322.149994,516149.0
151,23-01-2024,327.450012,327.450012,310.100006,312.200012,312.200012,629122.0
152,24-01-2024,313.399994,328.799988,313.100006,322.75,322.75,820874.0
153,25-01-2024,323.700012,336.950012,323.700012,327.399994,327.399994,1008499.0
154,29-01-2024,331.100006,342.700012,322.149994,338.25,338.25,1175848.0
155,30-01-2024,342.0,342.0,318.0,325.75,325.75,1637915.0
156,31-01-2024,328.0,332.0,322.0,322.600006,322.600006,488647.0
157,01-02-2024,312.350006,323.0,312.350006,318.149994,318.149994,441749.0
158,02-02-2024,319.600006,322.649994,315.0,315.450012,315.450012,364946.0
159,05-02-2024,316.0,319.899994,314.350006,315.25,315.25,320745.0
160,06-02-2024,316.600006,320.200012,315.450012,316.5,316.5,190581.0
161,07-02-2024,319.799988,324.0,313.149994,316.700012,316.700012,419765.0
162,08-02-2024,318.149994,320.950012,312.0,314.299988,314.299988,305603.0
163,09-02-2024,316.649994,336.0,311.799988,326.399994,326.399994,1774281.0
164,12-02-2024,328.700012,335.0,316.950012,321.649994,321.649994,718258.0
165,13-02-2024,323.149994,323.5,312.100006,315.5,315.5,277327.0
166,14-02-2024,310.0,321.649994,310.0,319.299988,319.299988,215163.0
167,15-02-2024,320.0,328.0,317.799988,319.700012,319.700012,392348.0
168,16-02-2024,323.0,325.700012,316.200012,317.25,317.25,281401.0
169,19-02-2024,319.5,329.0,316.299988,319.850006,319.850006,508804.0
170,20-02-2024,320.799988,327.5,318.399994,324.5,324.5,245850.0
171,21-02-2024,326.399994,328.75,319.25,321.600006,321.600006,362283.0
172,22-02-2024,323.700012,324.0,314.549988,320.299988,320.299988,291159.0
173,23-02-2024,320.649994,322.700012,316.700012,318.950012,318.950012,174816.0
174,26-02-2024,320.75,335.0,317.5,331.200012,331.200012,1193198.0
175,27-02-2024,333.350006,348.0,329.25,346.299988,346.299988,2170569.0
176,28-02-2024,348.0,355.0,327.950012,332.399994,332.399994,1849009.0
177,29-02-2024,333.25,334.850006,327.100006,331.700012,331.700012,442726.0
178,01-03-2024,335.0,354.5,335.0,344.25,344.25,2136278.0
179,04-03-2024,349.950012,349.950012,338.549988,340.450012,340.450012,399273.0
180,05-03-2024,340.450012,346.649994,335.75,344.450012,344.450012,471131.0
181,06-03-2024,344.600006,344.600006,328.649994,331.299988,331.299988,555172.0
182,07-03-2024,335.0,339.899994,329.899994,336.049988,336.049988,428616.0
183,11-03-2024,348.899994,351.200012,332.100006,336.25,336.25,444523.0
184,12-03-2024,336.25,336.299988,322.299988,325.899994,325.899994,347977.0
185,13-03-2024,327.649994,327.649994,305.950012,308.899994,308.899994,640190.0
186,14-03-2024,308.899994,325.0,308.049988,322.700012,322.700012,332275.0
187,15-03-2024,322.950012,330.5,317.0,328.200012,328.200012,264347.0
188,18-03-2024,328.299988,330.549988,322.049988,325.049988,325.049988,191806.0
189,19-03-2024,324.700012,328.25,316.399994,325.799988,325.799988,222553.0
190,20-03-2024,328.100006,328.100006,320.0,324.600006,324.600006,140423.0
191,21-03-2024,328.0,329.899994,320.799988,327.799988,327.799988,147837.0
192,22-03-2024,326.0,339.450012,324.0,337.950012,337.950012,325948.0
193,26-03-2024,338.0,342.899994,332.0,339.350006,339.350006,348759.0
194,27-03-2024,341.0,345.0,334.0,335.200012,335.200012,355080.0
195,28-03-2024,335.200012,339.899994,332.100006,337.850006,337.850006,214574.0
196,01-04-2024,339.200012,341.600006,334.100006,338.75,338.75,357715.0
197,02-04-2024,339.799988,350.549988,335.0,341.649994,341.649994,1028445.0
198,03-04-2024,339.950012,345.100006,336.0,338.299988,338.299988,425090.0
199,04-04-2024,341.899994,342.0,320.0,324.049988,324.049988,1053344.0
200,05-04-2024,326.0,330.049988,322.100006,323.549988,323.549988,543997.0
201,08-04-2024,325.0,326.600006,309.200012,310.600006,310.600006,724944.0
202,09-04-2024,313.75,316.799988,310.5,311.600006,311.600006,371246.0
203,10-04-2024,312.0,314.0,307.049988,308.799988,308.799988,308543.0
204,12-04-2024,309.049988,313.649994,305.399994,306.850006,306.850006,616503.0
205,15-04-2024,306.799988,311.549988,296.399994,299.299988,299.299988,735246.0
206,16-04-2024,298.700012,305.0,297.950012,300.75,300.75,360471.0
207,18-04-2024,301.5,311.649994,301.5,310.0,310.0,483688.0
208,19-04-2024,301.0,315.950012,301.0,314.350006,314.350006,314249.0
209,22-04-2024,314.75,324.0,314.600006,322.5,322.5,281134.0
210,23-04-2024,323.0,329.299988,319.5,327.149994,327.149994,442592.0
211,24-04-2024,330.899994,339.549988,330.0,332.700012,332.700012,584197.0
212,25-04-2024,334.5,335.5,331.200012,333.5,333.5,210014.0
213,26-04-2024,335.5,335.899994,331.25,333.450012,333.450012,274940.0
214,29-04-2024,334.700012,335.899994,330.0,331.5,331.5,171034.0
215,30-04-2024,332.0,334.450012,330.299988,332.5,332.5,175240.0
216,02-05-2024,333.850006,336.450012,331.0,332.5,332.5,245695.0
217,03-05-2024,334.75,335.450012,331.0,332.600006,332.600006,237921.0
218,06-05-2024,334.75,337.799988,327.0,330.600006,330.600006,321461.0
219,07-05-2024,333.25,334.450012,325.399994,327.950012,327.950012,259620.0
220,08-05-2024,331.450012,363.299988,329.25,359.399994,359.399994,3373877.0
221,09-05-2024,364.450012,364.450012,335.049988,339.799988,339.799988,1236707.0
222,10-05-2024,342.75,349.799988,335.399994,346.0,346.0,447148.0
223,13-05-2024,348.950012,366.850006,345.0,363.049988,363.049988,1115489.0
224,14-05-2024,369.0,369.0,356.100006,359.100006,359.100006,641698.0
225,15-05-2024,360.700012,363.549988,356.200012,358.799988,358.799988,362401.0
226,16-05-2024,360.700012,363.0,354.100006,358.600006,358.600006,432012.0
227,17-05-2024,359.649994,362.0,355.5,359.200012,359.200012,274592.0
228,21-05-2024,366.0,366.0,358.0,359.350006,359.350006,458401.0
229,22-05-2024,361.0,362.149994,351.899994,358.799988,358.799988,296388.0
230,23-05-2024,359.799988,361.950012,352.799988,354.5,354.5,246440.0
231,24-05-2024,355.200012,365.0,353.299988,359.850006,359.850006,403109.0
232,27-05-2024,367.0,369.0,360.100006,362.850006,362.850006,467705.0
233,28-05-2024,366.0,371.799988,357.049988,369.200012,369.200012,741196.0
234,29-05-2024,374.799988,377.25,367.0,371.549988,371.549988,706520.0
235,30-05-2024,388.100006,419.799988,381.899994,407.100006,407.100006,12737468.0
236,31-05-2024,413.450012,423.200012,397.5,402.899994,402.899994,2822617.0
237,03-06-2024,435.0,435.0,420.399994,426.600006,426.600006,1971296.0
238,04-06-2024,441.0,479.799988,405.0,455.450012,455.450012,13015185.0
239,05-06-2024,476.100006,546.5,476.100006,546.5,546.5,12632703.0
240,06-06-2024,590.0,601.150024,576.0,601.150024,601.150024,9730291.0
241,07-06-2024,635.950012,661.25,607.150024,661.25,661.25,9189783.0
242,10-06-2024,714.0,727.349976,650.0,695.049988,695.049988,20439142.0
245,13-06-2024,601.0,612.0,597.349976,606.450012,606.450012,2727606.0
